time,n,p,k 
1.46, 137, 42,144 
2.90, 137, 42,144 
4.28, 137, 42,144 
5.68, 137, 42,144 
7.09, 137, 42,144 
8.49, 137, 42,144 
9.87, 137, 42,144 
11.31, 137, 42,144 
12.73, 137, 42,144 
14.11, 137, 42,144 
15.54, 137, 42,144 
17.14, 137, 42,144 
18.57, 137, 42,143 
20.00, 136, 42,144 
21.44, 137, 42,144 
22.90, 137, 42,144 
24.34, 137, 42,144 
25.76, 137, 42,143 
27.20, 137, 42,144 
28.64, 136, 42,143 
30.08, 136, 42,144 
31.49, 137, 42,143 
32.95, 137, 42,143 
